"Freq","Group","Mean","HDIup","HDIlo","Mean_diff","Ratio"
1,"Roku",0.000591172601255867,0.000594325089146679,0.00058777838050451,0.000430996825977801,0.729054129136238
1,"TF",0.000160175775278066,0.000160770608168439,0.00015957205212892,0.000430996825977801,0.729054129136238
2,"Roku",0.000929235824580863,0.000936058416293429,0.000921768753912084,0.000553266204767048,0.595399133494021
2,"TF",0.000375969619813815,0.000377549948313411,0.000374214982672613,0.000553266204767048,0.595399133494021
3,"Roku",0.000837810887400205,0.000847223619300774,0.000828321918747292,0.000474298380702758,0.566116277355317
3,"TF",0.000363512506697446,0.000365404440921572,0.00036150587319267,0.000474298380702758,0.566116277355317
4,"Roku",0.000790632969165781,0.000800740587634081,0.000780157669726887,0.000444710335289349,0.562473805966599
4,"TF",0.000345922633876432,0.000348060977254318,0.000343820888164855,0.000444710335289349,0.562473805966599
5,"Roku",0.000689122148296902,0.000700499280617459,0.000676524949707822,0.000384086161272177,0.557355705692247
5,"TF",0.000305035987024725,0.000307503580737135,0.000302648773584105,0.000384086161272177,0.557355705692247
6,"Roku",0.000714483380478951,0.000726900417071049,0.000700549128649549,0.000427305784844982,0.598062595323827
6,"TF",0.000287177595633968,0.000289685090887798,0.000284625903974598,0.000427305784844982,0.598062595323827
7,"Roku",0.000601100204677239,0.00061560103817146,0.00058733578323135,0.000336713363758736,0.560161785237678
7,"TF",0.000264386840918503,0.000266770616862519,0.000261578066612327,0.000336713363758736,0.560161785237678
8,"Roku",0.000610346384999125,0.000626557850208927,0.000596406984373376,0.000359345306562545,0.588756344584658
8,"TF",0.00025100107843658,0.000253513382038071,0.000248044975248852,0.000359345306562545,0.588756344584658
9,"Roku",0.00054304680784128,0.000558055688478704,0.000526200441373705,0.000316085071119425,0.582058611809039
9,"TF",0.000226961736721855,0.000229475045473663,0.000224147768835578,0.000316085071119425,0.582058611809039
10,"Roku",0.000546241212650113,0.000564503924041768,0.000530977659994301,0.000331371508984539,0.606639523548353
10,"TF",0.000214869703665574,0.000217451441131439,0.00021204768327776,0.000331371508984539,0.606639523548353
11,"Roku",0.000466584202255417,0.000483008911272274,0.00045007293846678,0.000266890307797144,0.572008881798881
11,"TF",0.000199693894458273,0.000202583225572434,0.00019678376624695,0.000266890307797144,0.572008881798881
12,"Roku",0.000514208742990049,0.000533423799530788,0.000494664021861445,0.000318419800047572,0.619242290973132
12,"TF",0.000195788942942477,0.000198956023658054,0.000193075626601864,0.000318419800047572,0.619242290973132
13,"Roku",0.000417344873788493,0.00043509034097532,0.000398824471529918,0.000236881914534101,0.567592725852315
13,"TF",0.000180462959254392,0.000183638722810475,0.000177571380793238,0.000236881914534101,0.567592725852315
14,"Roku",0.000427539042902912,0.000445390676213136,0.000408304293586075,0.000252293318839605,0.590105916705478
14,"TF",0.000175245724063306,0.000178015327925004,0.000172194907998241,0.000252293318839605,0.590105916705478
15,"Roku",0.000392234734991499,0.000409232196904495,0.000371379491904901,0.000226297318314447,0.576943595572564
15,"TF",0.000165937416677052,0.000168996958216532,0.000163024568219076,0.000226297318314447,0.576943595572564
16,"Roku",0.000394311023019056,0.000413404224705524,0.000372956083234004,0.000233405085624804,0.591931424685342
16,"TF",0.000160905937394252,0.000163930723421056,0.000157734936112676,0.000233405085624804,0.591931424685342
17,"Roku",0.000348713324341848,0.000369615661159351,0.000327765358829175,0.00019752736397121,0.56644627601775
17,"TF",0.000151185960370639,0.000154597810292726,0.000148084354141847,0.00019752736397121,0.56644627601775
18,"Roku",0.000376669107764171,0.00039721825091903,0.000353755324141031,0.000225178815957459,0.597815991053986
18,"TF",0.000151490291806712,0.000154949083319449,0.000148386649800427,0.000225178815957459,0.597815991053986
19,"Roku",0.000305529290204413,0.000326763607130851,0.000284554813760342,0.000159799414237982,0.523024860009556
19,"TF",0.000145729875966431,0.000149041066679917,0.000142531503337513,0.000159799414237982,0.523024860009556
20,"Roku",0.000343348823801686,0.000366038768760343,0.000320819384826839,0.000205618655826956,0.598862269426961
20,"TF",0.000137730167974731,0.000141088993670602,0.000134463933450207,0.000205618655826956,0.598862269426961
21,"Roku",0.000312065150653778,0.000336077003362175,0.000290178226009656,0.00017938722868155,0.574839030586187
21,"TF",0.000132677921972228,0.000135822833300684,0.000129333098303302,0.00017938722868155,0.574839030586187
22,"Roku",0.000340826029437187,0.000365252775798952,0.000317660087017382,0.000210186410518965,0.616697060567968
22,"TF",0.000130639618918222,0.000133905633119441,0.000127416304874873,0.000210186410518965,0.616697060567968
23,"Roku",0.000267273967735199,0.00029058716866782,0.000244597620269161,0.0001378937795624,0.515926712694362
23,"TF",0.000129380188172799,0.000132862594398535,0.000126433598430218,0.0001378937795624,0.515926712694362
24,"Roku",0.000301866367703526,0.000327787460593203,0.000277577843581527,0.000176727215502655,0.585448511031959
24,"TF",0.000125139152200871,0.000128532812622161,0.000121612095287696,0.000176727215502655,0.585448511031959
25,"Roku",0.000267263282292247,0.000289870920654499,0.000243569049600654,0.000151271817667512,0.566002992891854
25,"TF",0.000115991464624735,0.000119525755776415,0.000112706870157869,0.000151271817667512,0.566002992891854
26,"Roku",0.000273907092367862,0.000299543340618102,0.000248267721784183,0.000155321117570533,0.567057669912155
26,"TF",0.000118585974797329,0.000122212093777175,0.000115224482110141,0.000155321117570533,0.567057669912155
27,"Roku",0.000261665180897505,0.000285889809846545,0.000235489395408799,0.000148634647640784,0.568033725889593
27,"TF",0.000113030533256721,0.000116512244278378,0.000109588264327605,0.000148634647640784,0.568033725889593
28,"Roku",0.00026994241391361,0.000296791994260121,0.00024308956459935,0.000156866131937386,0.58110961394747
28,"TF",0.000113076281976224,0.000117004529454101,0.000109732587507143,0.000156866131937386,0.58110961394747
29,"Roku",0.000235846359240737,0.000260974129678522,0.000208606445145097,0.000129107512500839,0.547422113771342
29,"TF",0.000106738846739897,0.00011021939372886,0.000103394237804456,0.000129107512500839,0.547422113771342
30,"Roku",0.000268166425105931,0.000296307027053135,0.000239485040987828,0.000164753363131532,0.61436983793348
30,"TF",0.000103413061974399,0.000106828991255088,0.000100079344566836,0.000164753363131532,0.61436983793348
31,"Roku",0.000225295806821615,0.000252742310556054,0.000197227930253436,0.000123116668807576,0.546466756503185
31,"TF",0.000102179138014039,0.000105796481816753,0.0000986620802556426,0.000123116668807576,0.546466756503185
32,"Roku",0.000253822049420782,0.000283226710264334,0.000224420531739661,0.000150780588881348,0.594040546222944
32,"TF",0.000103041460539434,0.000106969474482599,0.0000994519015788375,0.000150780588881348,0.594040546222944
33,"Roku",0.000200999363193,0.000230203797837513,0.000175147663653604,0.0000995445647916963,0.495248160045729
33,"TF",0.000101454798401303,0.000105491463815528,0.0000977954582603028,0.0000995445647916963,0.495248160045729
34,"Roku",0.000201766990896177,0.000228038585733845,0.000176230765907387,0.000103596019454308,0.513443844278845
34,"TF",0.0000981709714418692,0.000101965353234226,0.0000944770655133785,0.000103596019454308,0.513443844278845
35,"Roku",0.000184929121582809,0.000210166961465112,0.00015965047593063,0.0000914353650206182,0.49443464738286
35,"TF",0.0000934937565621908,0.0000972428828982271,0.000089857958951192,0.0000914353650206182,0.49443464738286
36,"Roku",0.00022071158627365,0.000248676482128391,0.00018932863141291,0.000123181907514731,0.558112555822073
36,"TF",0.0000975296787589195,0.000101270353870042,0.000093794051322519,0.000123181907514731,0.558112555822073
37,"Roku",0.000138810108017103,0.000161864510977512,0.000112328006961679,0.0000452832676005181,0.32622456856628
37,"TF",0.0000935268404165847,0.0000978362626237008,0.0000897796077880909,0.0000452832676005181,0.32622456856628
38,"Roku",0.000180331814689009,0.000207848744508296,0.000151509750865259,0.0000864819805495461,0.479571398417347
38,"TF",0.0000938498341394631,0.0000977276717516771,0.000090075174675795,0.0000864819805495461,0.479571398417347
39,"Roku",0.000194314423916473,0.000225761236563889,0.000161219966243449,0.000101429364416076,0.521985771162702
39,"TF",0.0000928850595003965,0.000096606905818781,0.0000883872354396677,0.000101429364416076,0.521985771162702
40,"Roku",0.000220466882164024,0.000252838509058827,0.000189176907972018,0.000129193083740034,0.585997690319385
40,"TF",0.0000912737984239899,0.0000952202961466955,0.0000873422188400141,0.000129193083740034,0.585997690319385
41,"Roku",0.000149755319607028,0.000176901244446738,0.000123069490257904,0.0000620568969700962,0.414388598234367
41,"TF",0.0000876984226369323,0.0000917050249103725,0.0000840724109950469,0.0000620568969700962,0.414388598234367
42,"Roku",0.000174273929118569,0.000202569020840579,0.000143441847163185,0.0000857193175059774,0.491865409470727
42,"TF",0.0000885546116125915,0.0000928721191793097,0.0000846840241976128,0.0000857193175059774,0.491865409470727
43,"Roku",0.000150360391420861,0.000175245493164143,0.000117353199441582,0.000066712990132642,0.443687260336476
43,"TF",0.0000836474012882188,0.0000880980214601927,0.0000792215283326391,0.000066712990132642,0.443687260336476
44,"Roku",0.000213091548233733,0.000243978283197159,0.000179129408562945,0.00012950340099138,0.607735980449738
44,"TF",0.0000835881472423525,0.0000871501309515788,0.0000791879911762866,0.00012950340099138,0.607735980449738
45,"Roku",0.000168008065375823,0.000198229753573689,0.000134318989767198,0.0000842635339480283,0.50154457620553
45,"TF",0.0000837445314277951,0.0000877422554739903,0.000079768794993864,0.0000842635339480283,0.50154457620553
46,"Roku",0.000150733678519703,0.000179370797770302,0.000121666759818113,0.0000680036383197018,0.451150923851517
46,"TF",0.0000827300402000017,0.0000874766378785985,0.0000788059847480796,0.0000680036383197018,0.451150923851517
47,"Roku",0.000151639484195841,0.000183220980599057,0.000119576061456753,0.0000723249861288726,0.476953522444495
47,"TF",0.0000793144980669684,0.0000828746753881599,0.0000745872720014091,0.0000723249861288726,0.476953522444495
48,"Roku",0.000168768040421763,0.000204334486125719,0.000139078194101652,0.0000888019003462278,0.526177231923211
48,"TF",0.0000799661400755353,0.0000842217804305323,0.0000757853174326255,0.0000888019003462278,0.526177231923211
49,"Roku",0.000148467819369061,0.0001824095311074,0.000118843302521259,0.0000664532979376209,0.447593951470598
49,"TF",0.00008201452143144,0.0000858893184618146,0.0000777203486583611,0.0000664532979376209,0.447593951470598
50,"Roku",0.000126325535508862,0.000158027684669715,0.0000959309424572115,0.0000492600611117861,0.389945397130974
50,"TF",0.0000770654743970756,0.0000812275042250788,0.0000724054069942101,0.0000492600611117861,0.389945397130974
51,"Roku",0.000176886318190743,0.000216726245594588,0.000141748746477259,0.00009595648666923,0.542475459101119
51,"TF",0.000080929831521513,0.0000849586791550142,0.0000762793985614301,0.00009595648666923,0.542475459101119
52,"Roku",0.000147778785878761,0.000180991068148001,0.000111415356993511,0.0000693592198356832,0.469344902404234
52,"TF",0.0000784195660430777,0.0000824765727041294,0.0000738828688948594,0.0000693592198356832,0.469344902404234
53,"Roku",0.000117928128247957,0.000150701266585412,0.000090768942067554,0.00004579067542478,0.388293073968749
53,"TF",0.0000721374528231767,0.0000769221889884762,0.000068210460008559,0.00004579067542478,0.388293073968749
54,"Roku",0.000173864262428694,0.000213683760088719,0.000136361200471327,0.0000985574651194096,0.566864424825835
54,"TF",0.0000753067973092842,0.0000794981758227763,0.0000706048942787362,0.0000985574651194096,0.566864424825835
55,"Roku",0.000136541551326436,0.000170307665990907,0.00010218643142291,0.0000679761223340818,0.497842024451358
55,"TF",0.0000685654289923541,0.0000730704219871474,0.0000642614251277632,0.0000679761223340818,0.497842024451358
56,"Roku",0.000145513849589911,0.000184509385103606,0.000112535448261396,0.0000750184061299631,0.515541347723126
56,"TF",0.0000704954434599483,0.0000749845972919042,0.000065916032924545,0.0000750184061299631,0.515541347723126
57,"Roku",0.000119650097678267,0.000152940155128897,0.0000862310214413834,0.0000474146056586101,0.396277199757124
57,"TF",0.0000722354920196571,0.0000770877794884076,0.0000679574326415825,0.0000474146056586101,0.396277199757124
58,"Roku",0.000109377691371207,0.000140506398343465,0.0000791377475632402,0.0000384022278476075,0.351097443785659
58,"TF",0.0000709754635235994,0.0000755886038340917,0.0000667345068807812,0.0000384022278476075,0.351097443785659
59,"Roku",0.000101439909967355,0.000136601432247816,0.0000724950976487912,0.0000317769006408964,0.313258367945345
59,"TF",0.000069663009326459,0.0000744460223843826,0.0000652722477519806,0.0000317769006408964,0.313258367945345
60,"Roku",0.000155095060639743,0.000194888161082761,0.00011884310581468,0.0000809282546026054,0.521797755961982
60,"TF",0.0000741668060371374,0.0000794309203914309,0.0000699834298416181,0.0000809282546026054,0.521797755961982
61,"Roku",0.000154353392004265,0.000194003315446581,0.000119191098785926,0.0000844072521953442,0.546844167784872
61,"TF",0.0000699461398089204,0.0000746063615686955,0.0000654641676225101,0.0000844072521953442,0.546844167784872
62,"Roku",0.000155121279125635,0.000197097872207893,0.000118231763583939,0.0000852996638304673,0.549890152474708
62,"TF",0.000069821615295168,0.0000746975653139127,0.0000656686358082237,0.0000852996638304673,0.549890152474708
63,"Roku",0.000100709015948182,0.000134237656088852,0.0000650253006709648,0.0000332731286698548,0.33038877757454
63,"TF",0.0000674358872783274,0.0000718076035495826,0.0000624474714606224,0.0000332731286698548,0.33038877757454
64,"Roku",0.000109867546097745,0.000144332292213659,0.0000784506501323102,0.0000448041908382353,0.407801870794264
64,"TF",0.0000650633552595094,0.0000694542779780324,0.0000607381759067649,0.0000448041908382353,0.407801870794264
65,"Roku",0.000121349052199169,0.00015649518628906,0.0000842975356604912,0.0000586831746011105,0.483589888323102
65,"TF",0.0000626658775980586,0.0000677655843251061,0.0000582522570933727,0.0000586831746011105,0.483589888323102
66,"Roku",0.000111250480095121,0.000149586861271266,0.0000797384311325979,0.0000453542340651209,0.407676749137105
66,"TF",0.0000658962460299996,0.0000698982973698238,0.0000607766900654653,0.0000453542340651209,0.407676749137105
67,"Roku",0.000114265102846287,0.000153880293410593,0.000080051315011889,0.0000503747665605294,0.440858716315995
67,"TF",0.0000638903362857579,0.0000686475798691226,0.0000598344544407534,0.0000503747665605294,0.440858716315995
68,"Roku",0.0000997025953861936,0.000135862378033568,0.0000650893287120746,0.0000353586676544978,0.3546413964204
68,"TF",0.0000643439277316958,0.0000688765885961525,0.000059571490540381,0.0000353586676544978,0.3546413964204
69,"Roku",0.000109166199707281,0.000147986735243064,0.000070345952010263,0.0000434420077306865,0.397943757748937
69,"TF",0.0000657241919765949,0.0000708375892728865,0.0000612105571226227,0.0000434420077306865,0.397943757748937
70,"Roku",0.000122893442196217,0.000164591892523085,0.0000842002366758475,0.0000621574549249726,0.505783334034452
70,"TF",0.000060735987271244,0.000065547692744481,0.0000558177391995787,0.0000621574549249726,0.505783334034452
71,"Roku",0.0000931696456252636,0.000127325138046398,0.0000571341821510022,0.0000344915898695043,0.370202007725053
71,"TF",0.0000586780557557593,0.0000631778300750771,0.0000542382112149686,0.0000344915898695043,0.370202007725053
72,"Roku",0.000140249100917068,0.000184805226608873,0.0000957232663430124,0.0000772076889113561,0.550503984742195
72,"TF",0.0000630414120057117,0.0000686415836541155,0.0000586167277064845,0.0000772076889113561,0.550503984742195
73,"Roku",0.0000982105047007477,0.000140252412095526,0.0000669670737456679,0.0000350800985739579,0.357192936548373
73,"TF",0.0000631304061267898,0.0000682188219684407,0.0000584878512851689,0.0000350800985739579,0.357192936548373
74,"Roku",0.000154269896583108,0.000205740553840321,0.000109282694461419,0.0000919988463141914,0.596349957780843
74,"TF",0.0000622710502689165,0.0000675826008179374,0.0000573800925550418,0.0000919988463141914,0.596349957780843
75,"Roku",0.000135906784253424,0.000181361933046564,0.0000896372164654176,0.0000744743477544422,0.54798108985914
75,"TF",0.0000614324364989817,0.0000668634813355091,0.0000569198655672315,0.0000744743477544422,0.54798108985914
76,"Roku",0.000115582985088197,0.000155376594331482,0.0000778210908270106,0.0000542267176713035,0.469158307599731
76,"TF",0.0000613562674168936,0.0000659056518840166,0.000056356786282222,0.0000542267176713035,0.469158307599731
77,"Roku",0.000123235755616235,0.000170818271995775,0.0000848327806553019,0.0000652800705483868,0.529716965842882
77,"TF",0.000057955685067848,0.0000627761715604057,0.0000530054764685846,0.0000652800705483868,0.529716965842882
78,"Roku",0.0000772955147664809,0.000115397004609697,0.0000459842316085651,0.0000146933127425034,0.190092695376875
78,"TF",0.0000626022020239775,0.0000673949859705913,0.0000576486422381414,0.0000146933127425034,0.190092695376875
79,"Roku",0.0000958443958048691,0.000134206901609886,0.0000576934497356408,0.0000373122591034985,0.389300373695954
79,"TF",0.0000585321367013707,0.0000636827923647102,0.0000534545482396125,0.0000373122591034985,0.389300373695954
80,"Roku",0.000123604921569793,0.000167062032643035,0.0000766738925295105,0.0000684346449544097,0.553656311458185
80,"TF",0.000055170276615383,0.0000602421203894546,0.0000504166329942145,0.0000684346449544097,0.553656311458185
81,"Roku",0.0000950529348562661,0.000133077120597202,0.0000547511875039965,0.0000413894681879538,0.43543598364996
81,"TF",0.0000536634666683123,0.0000590162647710821,0.000049200937404954,0.0000413894681879538,0.43543598364996
82,"Roku",0.000086845146914094,0.000124635658960696,0.0000508606310023249,0.0000346725567409892,0.399245760678911
82,"TF",0.0000521725901731047,0.0000568687412797694,0.0000473756012646086,0.0000346725567409892,0.399245760678911
83,"Roku",0.000103332110627202,0.000144074452507464,0.000062413562580406,0.0000437711906184246,0.423597179547998
83,"TF",0.0000595609200087776,0.0000651782252441979,0.0000547037087534402,0.0000437711906184246,0.423597179547998
84,"Roku",0.000114025741377693,0.00015639860978307,0.0000683720456538889,0.0000627997819349351,0.550750919714878
84,"TF",0.0000512259594427577,0.0000565346833051004,0.0000460790296103735,0.0000627997819349351,0.550750919714878
85,"Roku",0.000101784494465839,0.000146650889409619,0.0000619907144761297,0.0000498462174168175,0.489723092681343
85,"TF",0.000051938277049021,0.0000568595942923674,0.0000465894195612901,0.0000498462174168175,0.489723092681343
86,"Roku",0.0000907039388375523,0.000133467794026432,0.0000511835898105196,0.0000385362470607402,0.424857481986061
86,"TF",0.0000521676917768121,0.0000567753794960167,0.0000468823130964213,0.0000385362470607402,0.424857481986061
87,"Roku",0.0000889997966226743,0.000138678618450352,0.000052940076233876,0.0000362282672105402,0.407060112329632
87,"TF",0.0000527715294121341,0.0000582101641976872,0.0000479008591009866,0.0000362282672105402,0.407060112329632
88,"Roku",0.000100739276913666,0.00014441963050188,0.0000609132374869788,0.0000466674571093789,0.463249871739433
88,"TF",0.0000540718198042868,0.0000594725036145417,0.0000493275137250919,0.0000466674571093789,0.463249871739433
89,"Roku",0.0000562987957675508,0.0000893603746123376,0.0000211254354148367,0.00000629069531598519,0.111737653181047
89,"TF",0.0000500081004515657,0.0000547671279981841,0.0000449949320829289,0.00000629069531598519,0.111737653181047
90,"Roku",0.000115457377933349,0.000162063772002361,0.0000715839658283094,0.0000656680470438518,0.568764406565343
90,"TF",0.0000497893308894973,0.000054715422290475,0.0000449750234455924,0.0000656680470438518,0.568764406565343
91,"Roku",0.0000799679456679176,0.000118632032583935,0.0000416157367455052,0.0000295146980967039,0.36908160951476
91,"TF",0.0000504532475712137,0.0000551787644065751,0.0000447261153904206,0.0000295146980967039,0.36908160951476
92,"Roku",0.0000967316913820648,0.000144796802846451,0.0000549771185281382,0.0000427464531466429,0.441907430087267
92,"TF",0.0000539852382354219,0.0000590629962213838,0.0000489756729999723,0.0000427464531466429,0.441907430087267
93,"Roku",0.000110094515427907,0.000155030477055203,0.0000609369508733143,0.0000610779407787524,0.554777325113421
93,"TF",0.0000490165746491544,0.0000539399048097354,0.0000438879797896637,0.0000610779407787524,0.554777325113421
94,"Roku",0.000081163705973099,0.000123766576460175,0.00003454661172328,0.0000309681697717135,0.381551943697317
94,"TF",0.0000501955362013855,0.0000551251441087949,0.0000448709700141686,0.0000309681697717135,0.381551943697317
95,"Roku",0.0000379294830218433,0.0000707527629710783,0.0000117643173919566,-0.0000126312909562908,-0.333020382825059
95,"TF",0.0000505607739781341,0.0000559203398230814,0.0000455098066000754,-0.0000126312909562908,-0.333020382825059
96,"Roku",0.000076950205004416,0.000123443214826321,0.0000372233855944741,0.0000276286982540862,0.35904645416475
96,"TF",0.0000493215067503299,0.0000539163776934089,0.0000441076552971818,0.0000276286982540862,0.35904645416475
97,"Roku",0.0000455849784739922,0.0000771025300373059,0.000015397488744505,-0.00000181076735766929,-0.0397228959689516
97,"TF",0.0000473957458316615,0.0000528976131584666,0.0000429355254248873,-0.00000181076735766929,-0.0397228959689516
98,"Roku",0.0000956988572733518,0.000141310993149058,0.0000520379653795676,0.0000503289077077547,0.525909181590293
98,"TF",0.0000453699495655971,0.0000502163609581007,0.0000403651105328866,0.0000503289077077547,0.525909181590293
99,"Roku",0.0000604190955213298,0.000100937472168038,0.0000251954460678821,0.0000124311594531794,0.205748850523438
99,"TF",0.0000479879360681504,0.0000525159129762268,0.0000426055723062693,0.0000124311594531794,0.205748850523438
100,"Roku",0.0000588456988904827,0.0000974397580618657,0.0000234619089162244,0.00000845261042533676,0.143640241932853
100,"TF",0.0000503930884651459,0.000056479369555223,0.0000455162503268686,0.00000845261042533676,0.143640241932853
